state,district,month,total_enrol,total_demo_updates,total_bio_updates,total_updates,service_ratio
Uttar Pradesh,Mau,2025-10,260.0,2202.0,1517.0,3719.0,14.24904214559387
Uttar Pradesh,Mau,2025-11,250.0,1733.0,1806.0,3539.0,14.0996015936255
Uttar Pradesh,Mau,2025-12,216.0,2686.0,1679.0,4365.0,20.11520737327189
Uttar Pradesh,Mau,NaT,4766.0,27664.0,19235.0,46899.0,9.838263058527376
Uttar Pradesh,Meerut,2025-01,9576.0,44675.0,107689.0,152364.0,15.9093661898298
Uttar Pradesh,Meerut,2025-02,775.0,2912.0,3288.0,6200.0,7.989690721649485
Uttar Pradesh,Meerut,2025-03,316.0,2267.0,3336.0,5603.0,17.675078864353313
Uttar Pradesh,Meerut,2025-04,266.0,2778.0,1897.0,4675.0,17.50936329588015
Uttar Pradesh,Meerut,2025-05,342.0,2164.0,1596.0,3760.0,10.962099125364432
Uttar Pradesh,Meerut,2025-06,363.0,3082.0,2516.0,5598.0,15.37912087912088
Uttar Pradesh,Meerut,2025-07,224.0,1736.0,1381.0,3117.0,13.853333333333332
Uttar Pradesh,Meerut,2025-08,490.0,4095.0,1953.0,6048.0,12.317718940936864
Uttar Pradesh,Meerut,2025-09,483.0,1562.0,2706.0,4268.0,8.818181818181818
Uttar Pradesh,Meerut,2025-10,536.0,2486.0,2483.0,4969.0,9.253258845437616
Uttar Pradesh,Meerut,2025-11,308.0,2789.0,3129.0,5918.0,19.15210355987055
Uttar Pradesh,Meerut,2025-12,404.0,4070.0,2908.0,6978.0,17.22962962962963
Uttar Pradesh,Meerut,NaT,9523.0,45074.0,35277.0,80351.0,8.436686266274675
Uttar Pradesh,Mirzapur,2025-01,186.0,26852.0,66685.0,93537.0,500.1978609625669
Uttar Pradesh,Mirzapur,2025-02,318.0,1720.0,2065.0,3785.0,11.865203761755486
Uttar Pradesh,Mirzapur,2025-03,240.0,1691.0,1784.0,3475.0,14.41908713692946
Uttar Pradesh,Mirzapur,2025-04,193.0,1949.0,1249.0,3198.0,16.484536082474225
Uttar Pradesh,Mirzapur,2025-05,211.0,1425.0,982.0,2407.0,11.35377358490566
Uttar Pradesh,Mirzapur,2025-06,242.0,1732.0,1676.0,3408.0,14.024691358024691
Uttar Pradesh,Mirzapur,2025-07,206.0,1072.0,688.0,1760.0,8.502415458937199
Uttar Pradesh,Mirzapur,2025-08,325.0,2668.0,1517.0,4185.0,12.837423312883436
Uttar Pradesh,Mirzapur,2025-09,392.0,1199.0,1709.0,2908.0,7.399491094147582
Uttar Pradesh,Mirzapur,2025-10,324.0,1734.0,1587.0,3321.0,10.218461538461538
Uttar Pradesh,Mirzapur,2025-11,219.0,1883.0,1939.0,3822.0,17.37272727272727
Uttar Pradesh,Mirzapur,2025-12,281.0,2533.0,2024.0,4557.0,16.159574468085108
Uttar Pradesh,Mirzapur,NaT,4395.0,25418.0,21837.0,47255.0,10.749545040946314
Uttar Pradesh,Moradabad,2025-01,10562.0,63776.0,94651.0,158427.0,14.998295938653792
Uttar Pradesh,Moradabad,2025-02,560.0,2060.0,3448.0,5508.0,9.818181818181818
Uttar Pradesh,Moradabad,2025-03,211.0,2526.0,3173.0,5699.0,26.882075471698112
Uttar Pradesh,Moradabad,2025-04,155.0,2849.0,1813.0,4662.0,29.884615384615383
Uttar Pradesh,Moradabad,2025-05,339.0,2190.0,1757.0,3947.0,11.608823529411763
Uttar Pradesh,Moradabad,2025-06,352.0,2272.0,3021.0,5293.0,14.994334277620396
Uttar Pradesh,Moradabad,2025-07,203.0,1606.0,1485.0,3091.0,15.151960784313726
Uttar Pradesh,Moradabad,2025-08,286.0,3804.0,1869.0,5673.0,19.766550522648085
Uttar Pradesh,Moradabad,2025-09,398.0,2200.0,2762.0,4962.0,12.436090225563907
Uttar Pradesh,Moradabad,2025-10,500.0,2636.0,2611.0,5247.0,10.47305389221557
Uttar Pradesh,Moradabad,2025-11,283.0,2417.0,3113.0,5530.0,19.47183098591549
Uttar Pradesh,Moradabad,2025-12,333.0,3825.0,2972.0,6797.0,20.350299401197606
Uttar Pradesh,Moradabad,NaT,7254.0,37637.0,34458.0,72095.0,9.937284631288769
Uttar Pradesh,Muzaffarnagar,2025-01,2781.0,37971.0,111625.0,149596.0,53.772825305535584
Uttar Pradesh,Muzaffarnagar,2025-02,428.0,2710.0,2828.0,5538.0,12.909090909090908
Uttar Pradesh,Muzaffarnagar,2025-03,200.0,1698.0,2521.0,4219.0,20.99004975124378
Uttar Pradesh,Muzaffarnagar,2025-04,136.0,2585.0,1650.0,4235.0,30.912408759124087
Uttar Pradesh,Muzaffarnagar,2025-05,257.0,2039.0,1325.0,3364.0,13.03875968992248
Uttar Pradesh,Muzaffarnagar,2025-06,273.0,2703.0,2274.0,4977.0,18.16423357664233
Uttar Pradesh,Muzaffarnagar,2025-07,167.0,1668.0,1143.0,2811.0,16.732142857142858
Uttar Pradesh,Muzaffarnagar,2025-08,306.0,3832.0,1789.0,5621.0,18.309446254071663
Uttar Pradesh,Muzaffarnagar,2025-09,323.0,1851.0,2421.0,4272.0,13.185185185185183
Uttar Pradesh,Muzaffarnagar,2025-10,315.0,2393.0,2160.0,4553.0,14.408227848101266
Uttar Pradesh,Muzaffarnagar,2025-11,253.0,2645.0,2708.0,5353.0,21.0748031496063
Uttar Pradesh,Muzaffarnagar,2025-12,278.0,3762.0,2814.0,6576.0,23.56989247311828
Uttar Pradesh,Muzaffarnagar,NaT,6044.0,39441.0,32315.0,71756.0,11.870306038047971
Uttar Pradesh,Pilibhit,2025-01,7438.0,41840.0,85186.0,127026.0,17.075682215351527
Uttar Pradesh,Pilibhit,2025-02,258.0,2624.0,2176.0,4800.0,18.53281853281853
Uttar Pradesh,Pilibhit,2025-03,178.0,1791.0,2342.0,4133.0,23.089385474860336
Uttar Pradesh,Pilibhit,2025-04,150.0,1707.0,1367.0,3074.0,20.357615894039736
Uttar Pradesh,Pilibhit,2025-05,164.0,1660.0,1170.0,2830.0,17.151515151515152
Uttar Pradesh,Pilibhit,2025-06,188.0,1730.0,1760.0,3490.0,18.465608465608465
Uttar Pradesh,Pilibhit,2025-07,86.0,1326.0,680.0,2006.0,23.057471264367816
Uttar Pradesh,Pilibhit,2025-08,247.0,2687.0,1568.0,4255.0,17.157258064516128
Uttar Pradesh,Pilibhit,2025-09,266.0,1130.0,1895.0,3025.0,11.329588014981274
Uttar Pradesh,Pilibhit,2025-10,275.0,1454.0,1827.0,3281.0,11.88768115942029
Uttar Pradesh,Pilibhit,2025-11,150.0,1892.0,2485.0,4377.0,28.986754966887418
Uttar Pradesh,Pilibhit,2025-12,168.0,2522.0,2827.0,5349.0,31.650887573964496
Uttar Pradesh,Pilibhit,NaT,3855.0,28023.0,27901.0,55924.0,14.503112033195022
Uttar Pradesh,Pratapgarh,2025-01,280.0,28570.0,81967.0,110537.0,393.37010676156586
Uttar Pradesh,Pratapgarh,2025-02,425.0,1507.0,2333.0,3840.0,9.014084507042254
Uttar Pradesh,Pratapgarh,2025-03,261.0,1803.0,2203.0,4006.0,15.290076335877863
Uttar Pradesh,Pratapgarh,2025-04,210.0,2251.0,1484.0,3735.0,17.701421800947866
Uttar Pradesh,Pratapgarh,2025-05,218.0,1698.0,1251.0,2949.0,13.465753424657532
Uttar Pradesh,Pratapgarh,2025-06,298.0,1911.0,2000.0,3911.0,13.080267558528428
Uttar Pradesh,Pratapgarh,2025-07,140.0,1115.0,1038.0,2153.0,15.26950354609929
Uttar Pradesh,Pratapgarh,2025-08,340.0,3290.0,1532.0,4822.0,14.140762463343108
Uttar Pradesh,Pratapgarh,2025-09,354.0,1715.0,2019.0,3734.0,10.518309859154929
Uttar Pradesh,Pratapgarh,2025-10,443.0,2289.0,1890.0,4179.0,9.41216216216216
Uttar Pradesh,Pratapgarh,2025-11,278.0,2492.0,2135.0,4627.0,16.584229390681003
Uttar Pradesh,Pratapgarh,2025-12,312.0,2994.0,2379.0,5373.0,17.166134185303516
Uttar Pradesh,Pratapgarh,NaT,6539.0,31403.0,27181.0,58584.0,8.957798165137614
Uttar Pradesh,Prayagraj,2025-01,1197.0,7404.0,13420.0,20824.0,17.382303839732888
Uttar Pradesh,Prayagraj,2025-02,53.0,510.0,378.0,888.0,16.444444444444443
Uttar Pradesh,Prayagraj,2025-03,32.0,528.0,326.0,854.0,25.87878787878788
Uttar Pradesh,Prayagraj,2025-04,26.0,437.0,199.0,636.0,23.55555555555556
Uttar Pradesh,Prayagraj,2025-05,43.0,474.0,160.0,634.0,14.409090909090908
Uttar Pradesh,Prayagraj,2025-06,33.0,599.0,305.0,904.0,26.58823529411765
Uttar Pradesh,Prayagraj,2025-07,24.0,458.0,168.0,626.0,25.04
Uttar Pradesh,Prayagraj,2025-08,51.0,744.0,227.0,971.0,18.673076923076923
Uttar Pradesh,Prayagraj,2025-09,66.0,453.0,278.0,731.0,10.91044776119403
Uttar Pradesh,Prayagraj,2025-10,64.0,555.0,277.0,832.0,12.8
Uttar Pradesh,Prayagraj,2025-11,43.0,497.0,301.0,798.0,18.13636363636364
Uttar Pradesh,Prayagraj,2025-12,73.0,787.0,325.0,1112.0,15.027027027027026
Uttar Pradesh,Prayagraj,NaT,1139.0,7793.0,3552.0,11345.0,9.951754385964913
Uttar Pradesh,Rae Bareli,2025-01,203.0,27437.0,77263.0,104700.0,513.2352941176471
Uttar Pradesh,Rae Bareli,2025-02,352.0,1821.0,2130.0,3951.0,11.192634560906516
Uttar Pradesh,Rae Bareli,2025-03,235.0,1853.0,2127.0,3980.0,16.864406779661017
Uttar Pradesh,Rae Bareli,2025-04,130.0,2163.0,1384.0,3547.0,27.0763358778626
Uttar Pradesh,Rae Bareli,2025-05,276.0,1506.0,1146.0,2652.0,9.574007220216606
Uttar Pradesh,Rae Bareli,2025-06,202.0,2320.0,1768.0,4088.0,20.13793103448276
Uttar Pradesh,Rae Bareli,2025-07,89.0,1262.0,1073.0,2335.0,25.944444444444443
Uttar Pradesh,Rae Bareli,2025-08,296.0,3430.0,1478.0,4908.0,16.525252525252526
Uttar Pradesh,Rae Bareli,2025-09,290.0,1694.0,2000.0,3694.0,12.694158075601374
Uttar Pradesh,Rae Bareli,2025-10,302.0,2669.0,1944.0,4613.0,15.224422442244224
Uttar Pradesh,Rae Bareli,2025-11,239.0,2579.0,2126.0,4705.0,19.604166666666668
Uttar Pradesh,Rae Bareli,2025-12,277.0,3086.0,2461.0,5547.0,19.953237410071942
Uttar Pradesh,Rae Bareli,NaT,6654.0,31488.0,28670.0,60158.0,9.039519158527424
Uttar Pradesh,Raebareli,2025-01,0.0,0.0,1.0,1.0,1.0
Uttar Pradesh,Raebareli,2025-04,1.0,1.0,0.0,1.0,0.5
Uttar Pradesh,Raebareli,2025-05,0.0,1.0,1.0,2.0,2.0
Uttar Pradesh,Raebareli,2025-06,0.0,1.0,1.0,2.0,2.0
Uttar Pradesh,Raebareli,2025-07,0.0,1.0,0.0,1.0,1.0
Uttar Pradesh,Raebareli,2025-08,0.0,0.0,1.0,1.0,1.0
Uttar Pradesh,Raebareli,2025-10,0.0,0.0,1.0,1.0,1.0
Uttar Pradesh,Raebareli,2025-11,0.0,1.0,1.0,2.0,2.0
Uttar Pradesh,Raebareli,2025-12,0.0,0.0,1.0,1.0,1.0
Uttar Pradesh,Raebareli,NaT,2.0,5.0,2.0,7.0,2.333333333333333
Uttar Pradesh,Rampur,2025-01,11025.0,54183.0,75625.0,129808.0,11.77290041719572
Uttar Pradesh,Rampur,2025-02,384.0,1392.0,2326.0,3718.0,9.657142857142857
Uttar Pradesh,Rampur,2025-03,270.0,1824.0,2065.0,3889.0,14.350553505535055
Uttar Pradesh,Rampur,2025-04,144.0,2353.0,1342.0,3695.0,25.48275862068965
Uttar Pradesh,Rampur,2025-05,214.0,1609.0,1033.0,2642.0,12.288372093023256
Uttar Pradesh,Rampur,2025-06,227.0,1917.0,1678.0,3595.0,15.767543859649123
Uttar Pradesh,Rampur,2025-07,172.0,1492.0,1198.0,2690.0,15.54913294797688
Uttar Pradesh,Rampur,2025-08,266.0,3277.0,1358.0,4635.0,17.359550561797754
Uttar Pradesh,Rampur,2025-09,275.0,1497.0,1923.0,3420.0,12.391304347826088
Uttar Pradesh,Rampur,2025-10,342.0,2263.0,1432.0,3695.0,10.772594752186588
Uttar Pradesh,Rampur,2025-11,228.0,2093.0,2205.0,4298.0,18.768558951965066
Uttar Pradesh,Rampur,2025-12,236.0,2739.0,2173.0,4912.0,20.72573839662447
Uttar Pradesh,Rampur,NaT,6164.0,33550.0,26924.0,60474.0,9.809245742092456
Uttar Pradesh,Saharanpur,2025-01,6652.0,56578.0,111965.0,168543.0,25.33338343604389
Uttar Pradesh,Saharanpur,2025-02,508.0,2407.0,3763.0,6170.0,12.12180746561886
Uttar Pradesh,Saharanpur,2025-03,274.0,2194.0,3548.0,5742.0,20.88
Uttar Pradesh,Saharanpur,2025-04,172.0,2379.0,2271.0,4650.0,26.878612716763005
Uttar Pradesh,Saharanpur,2025-05,324.0,2486.0,1954.0,4440.0,13.66153846153846
Uttar Pradesh,Saharanpur,2025-06,351.0,2328.0,3077.0,5405.0,15.355113636363637
Uttar Pradesh,Saharanpur,2025-07,211.0,1703.0,1926.0,3629.0,17.117924528301888
Uttar Pradesh,Saharanpur,2025-08,363.0,3777.0,2391.0,6168.0,16.945054945054945
Uttar Pradesh,Saharanpur,2025-09,336.0,2089.0,3369.0,5458.0,16.19584569732938
Uttar Pradesh,Saharanpur,2025-10,369.0,2730.0,2607.0,5337.0,14.424324324324324
Uttar Pradesh,Saharanpur,2025-11,314.0,2254.0,3524.0,5778.0,18.34285714285714
Uttar Pradesh,Saharanpur,2025-12,334.0,3414.0,3578.0,6992.0,20.871641791044777
Uttar Pradesh,Saharanpur,NaT,8393.0,42949.0,41541.0,84490.0,10.065522992613772
Uttar Pradesh,Sambhal,2025-01,680.0,24032.0,59778.0,83810.0,123.0690161527166
Uttar Pradesh,Sambhal,2025-02,314.0,2153.0,2150.0,4303.0,13.66031746031746
Uttar Pradesh,Sambhal,2025-03,243.0,1696.0,2048.0,3744.0,15.344262295081966
Uttar Pradesh,Sambhal,2025-04,173.0,1891.0,1586.0,3477.0,19.98275862068965
Uttar Pradesh,Sambhal,2025-05,216.0,1646.0,951.0,2597.0,11.96774193548387
Uttar Pradesh,Sambhal,2025-06,253.0,2218.0,1653.0,3871.0,15.24015748031496
Uttar Pradesh,Sambhal,2025-07,123.0,1249.0,1019.0,2268.0,18.29032258064516
Uttar Pradesh,Sambhal,2025-08,265.0,3223.0,1215.0,4438.0,16.68421052631579
Uttar Pradesh,Sambhal,2025-09,281.0,1556.0,1867.0,3423.0,12.138297872340424
Uttar Pradesh,Sambhal,2025-10,388.0,2399.0,1824.0,4223.0,10.856041131105398
Uttar Pradesh,Sambhal,2025-11,254.0,2272.0,1974.0,4246.0,16.650980392156864
Uttar Pradesh,Sambhal,2025-12,219.0,2705.0,2004.0,4709.0,21.404545454545456
Uttar Pradesh,Sambhal,NaT,5154.0,28514.0,22622.0,51136.0,9.919689621726478
Uttar Pradesh,Sant Kabir Nagar,2025-01,170.0,19156.0,51681.0,70837.0,414.2514619883041
Uttar Pradesh,Sant Kabir Nagar,2025-02,235.0,1676.0,1857.0,3533.0,14.970338983050848
Uttar Pradesh,Sant Kabir Nagar,2025-03,146.0,1379.0,1842.0,3221.0,21.91156462585034
Uttar Pradesh,Sant Kabir Nagar,2025-04,95.0,1612.0,1250.0,2862.0,29.8125
Uttar Pradesh,Sant Kabir Nagar,2025-05,175.0,1190.0,1030.0,2220.0,12.613636363636363
Uttar Pradesh,Sant Kabir Nagar,2025-06,143.0,1391.0,1654.0,3045.0,21.14583333333333
Uttar Pradesh,Sant Kabir Nagar,2025-07,106.0,745.0,987.0,1732.0,16.186915887850468
Uttar Pradesh,Sant Kabir Nagar,2025-08,232.0,2232.0,1098.0,3330.0,14.291845493562231
Uttar Pradesh,Sant Kabir Nagar,2025-09,168.0,1017.0,1457.0,2474.0,14.63905325443787
Uttar Pradesh,Sant Kabir Nagar,2025-10,187.0,1714.0,1237.0,2951.0,15.6968085106383
Uttar Pradesh,Sant Kabir Nagar,2025-11,147.0,1404.0,1451.0,2855.0,19.29054054054054
Uttar Pradesh,Sant Kabir Nagar,2025-12,168.0,2178.0,1610.0,3788.0,22.414201183431956
Uttar Pradesh,Sant Kabir Nagar,NaT,3995.0,20803.0,20849.0,41652.0,10.423423423423424
Uttar Pradesh,Sant Ravidas Nagar,2025-01,121.0,10603.0,39798.0,50401.0,413.12295081967216
Uttar Pradesh,Sant Ravidas Nagar,2025-02,194.0,860.0,1363.0,2223.0,11.4
Uttar Pradesh,Sant Ravidas Nagar,2025-03,144.0,951.0,1184.0,2135.0,14.724137931034482
Uttar Pradesh,Sant Ravidas Nagar,2025-04,105.0,1241.0,865.0,2106.0,19.867924528301888
Uttar Pradesh,Sant Ravidas Nagar,2025-05,100.0,886.0,670.0,1556.0,15.405940594059404
Uttar Pradesh,Sant Ravidas Nagar,2025-06,98.0,1210.0,1011.0,2221.0,22.43434343434344
Uttar Pradesh,Sant Ravidas Nagar,2025-07,60.0,537.0,535.0,1072.0,17.57377049180328
Uttar Pradesh,Sant Ravidas Nagar,2025-08,170.0,1584.0,989.0,2573.0,15.046783625730994
Uttar Pradesh,Sant Ravidas Nagar,2025-09,153.0,1005.0,1144.0,2149.0,13.954545454545457
Uttar Pradesh,Sant Ravidas Nagar,2025-10,161.0,1272.0,1175.0,2447.0,15.104938271604938
Uttar Pradesh,Sant Ravidas Nagar,2025-11,123.0,1118.0,1358.0,2476.0,19.967741935483872
Uttar Pradesh,Sant Ravidas Nagar,2025-12,146.0,1371.0,1431.0,2802.0,19.06122448979592
Uttar Pradesh,Sant Ravidas Nagar,NaT,2741.0,15488.0,15093.0,30581.0,11.152808169219549
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-01,2.0,10.0,4.0,14.0,4.666666666666667
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-02,1.0,8.0,9.0,17.0,8.5
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-03,3.0,5.0,8.0,13.0,3.25
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-04,3.0,12.0,8.0,20.0,5.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-05,3.0,8.0,2.0,10.0,2.5
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-06,3.0,17.0,4.0,21.0,5.25
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-07,0.0,3.0,0.0,3.0,3.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-08,1.0,14.0,5.0,19.0,9.5
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-09,1.0,9.0,7.0,16.0,8.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-10,4.0,4.0,4.0,8.0,1.6
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-11,2.0,5.0,3.0,8.0,2.6666666666666665
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-12,0.0,8.0,1.0,9.0,9.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,NaT,56.0,123.0,49.0,172.0,3.017543859649123
Uttar Pradesh,Shahjahanpur,2025-01,14521.0,45290.0,93795.0,139085.0,9.57753752926594
Uttar Pradesh,Shahjahanpur,2025-02,432.0,2898.0,3299.0,6197.0,14.311778290993072
Uttar Pradesh,Shahjahanpur,2025-03,370.0,3056.0,3135.0,6191.0,16.68733153638814
Uttar Pradesh,Shahjahanpur,2025-04,235.0,2836.0,1936.0,4772.0,20.220338983050848
Uttar Pradesh,Shahjahanpur,2025-05,324.0,2371.0,1393.0,3764.0,11.58153846153846
Uttar Pradesh,Shahjahanpur,2025-06,344.0,2931.0,2150.0,5081.0,14.727536231884056
Uttar Pradesh,Shahjahanpur,2025-07,166.0,1766.0,1304.0,3070.0,18.38323353293413
Uttar Pradesh,Shahjahanpur,2025-08,341.0,4024.0,1914.0,5938.0,17.362573099415204
Uttar Pradesh,Shahjahanpur,2025-09,334.0,1972.0,2553.0,4525.0,13.507462686567164
Uttar Pradesh,Shahjahanpur,2025-10,369.0,2478.0,2185.0,4663.0,12.602702702702702
Uttar Pradesh,Shahjahanpur,2025-11,272.0,2397.0,2720.0,5117.0,18.743589743589745
Uttar Pradesh,Shahjahanpur,2025-12,298.0,3758.0,2764.0,6522.0,21.812709030100333
Uttar Pradesh,Shahjahanpur,NaT,6048.0,37423.0,31397.0,68820.0,11.37708712183832
Uttar Pradesh,Shamli,2025-01,618.0,20969.0,60099.0,81068.0,130.9660743134087
Uttar Pradesh,Shamli,2025-02,278.0,1256.0,2164.0,3420.0,12.258064516129032
Uttar Pradesh,Shamli,2025-03,161.0,986.0,1892.0,2878.0,17.765432098765434
Uttar Pradesh,Shamli,2025-04,87.0,1127.0,1056.0,2183.0,24.806818181818183
Uttar Pradesh,Shamli,2025-05,197.0,1129.0,1072.0,2201.0,11.116161616161616
Uttar Pradesh,Shamli,2025-06,274.0,1303.0,1594.0,2897.0,10.534545454545457
Uttar Pradesh,Shamli,2025-07,83.0,739.0,925.0,1664.0,19.80952380952381
Uttar Pradesh,Shamli,2025-08,195.0,1642.0,1149.0,2791.0,14.239795918367347
Uttar Pradesh,Shamli,2025-09,229.0,736.0,1778.0,2514.0,10.930434782608696
Uttar Pradesh,Shamli,2025-10,205.0,1382.0,1578.0,2960.0,14.368932038834952
Uttar Pradesh,Shamli,2025-11,198.0,1617.0,1682.0,3299.0,16.57788944723618
Uttar Pradesh,Shamli,2025-12,211.0,1797.0,2033.0,3830.0,18.066037735849054
Uttar Pradesh,Shamli,NaT,5302.0,18532.0,23010.0,41542.0,7.833679049594569
Uttar Pradesh,Shravasti,2025-01,2535.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Shrawasti,2025-01,1335.0,15982.0,35342.0,51324.0,38.41616766467066
Uttar Pradesh,Shrawasti,2025-02,148.0,1542.0,982.0,2524.0,16.93959731543624
Uttar Pradesh,Shrawasti,2025-03,133.0,851.0,982.0,1833.0,13.67910447761194
Uttar Pradesh,Shrawasti,2025-04,113.0,1465.0,667.0,2132.0,18.70175438596491
Uttar Pradesh,Shrawasti,2025-05,82.0,803.0,545.0,1348.0,16.240963855421686
Uttar Pradesh,Shrawasti,2025-06,102.0,916.0,859.0,1775.0,17.233009708737864
Uttar Pradesh,Shrawasti,2025-07,40.0,666.0,435.0,1101.0,26.853658536585368
Uttar Pradesh,Shrawasti,2025-08,151.0,1823.0,669.0,2492.0,16.394736842105264
Uttar Pradesh,Shrawasti,2025-09,156.0,715.0,916.0,1631.0,10.388535031847134
Uttar Pradesh,Shrawasti,2025-10,161.0,1458.0,809.0,2267.0,13.993827160493828
Uttar Pradesh,Shrawasti,2025-11,134.0,1413.0,939.0,2352.0,17.42222222222222
Uttar Pradesh,Shrawasti,2025-12,133.0,1564.0,947.0,2511.0,18.73880597014925
Uttar Pradesh,Shrawasti,NaT,2350.0,16079.0,11067.0,27146.0,11.54657592513824
Uttar Pradesh,Siddharth Nagar,2025-01,4341.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Siddharthnagar,2025-01,3901.0,20190.0,61942.0,82132.0,21.04869297796002
Uttar Pradesh,Siddharthnagar,2025-02,374.0,2149.0,2134.0,4283.0,11.421333333333331
Uttar Pradesh,Siddharthnagar,2025-03,314.0,2264.0,1915.0,4179.0,13.266666666666667
Uttar Pradesh,Siddharthnagar,2025-04,230.0,2376.0,1490.0,3866.0,16.735930735930737
Uttar Pradesh,Siddharthnagar,2025-05,309.0,1432.0,1205.0,2637.0,8.506451612903225
Uttar Pradesh,Siddharthnagar,2025-06,286.0,2428.0,1585.0,4013.0,13.982578397212544
Uttar Pradesh,Siddharthnagar,2025-07,146.0,1321.0,1144.0,2465.0,16.768707482993197
Uttar Pradesh,Siddharthnagar,2025-08,440.0,3111.0,1524.0,4635.0,10.510204081632653
Uttar Pradesh,Siddharthnagar,2025-09,461.0,1953.0,1993.0,3946.0,8.541125541125542
Uttar Pradesh,Siddharthnagar,2025-10,454.0,2081.0,1797.0,3878.0,8.523076923076923
Uttar Pradesh,Siddharthnagar,2025-11,254.0,1956.0,1914.0,3870.0,15.176470588235292
Uttar Pradesh,Siddharthnagar,2025-12,338.0,2444.0,2098.0,4542.0,13.398230088495575
Uttar Pradesh,Siddharthnagar,NaT,6277.0,28656.0,23755.0,52411.0,8.348359350111501
Uttar Pradesh,Sitapur,2025-01,15171.0,41848.0,175824.0,217672.0,14.34695491695228
Uttar Pradesh,Sitapur,2025-02,779.0,3917.0,4386.0,8303.0,10.644871794871795
Uttar Pradesh,Sitapur,2025-03,565.0,3552.0,4214.0,7766.0,13.720848056537102
Uttar Pradesh,Sitapur,2025-04,439.0,3585.0,2563.0,6148.0,13.972727272727273
Uttar Pradesh,Sitapur,2025-05,300.0,2384.0,1923.0,4307.0,14.308970099667777
Uttar Pradesh,Sitapur,2025-06,396.0,3359.0,3279.0,6638.0,16.720403022670027
Uttar Pradesh,Sitapur,2025-07,241.0,2019.0,1852.0,3871.0,15.99586776859504
Uttar Pradesh,Sitapur,2025-08,605.0,5052.0,2721.0,7773.0,12.826732673267326
Uttar Pradesh,Sitapur,2025-09,662.0,2525.0,3656.0,6181.0,9.322775263951735
Uttar Pradesh,Sitapur,2025-10,666.0,4021.0,3596.0,7617.0,11.419790104947529
Uttar Pradesh,Sitapur,2025-11,475.0,3743.0,4033.0,7776.0,16.33613445378151
Uttar Pradesh,Sitapur,2025-12,521.0,4522.0,4580.0,9102.0,17.436781609195403
Uttar Pradesh,Sitapur,NaT,9655.0,46785.0,45931.0,92716.0,9.601905550952775
Uttar Pradesh,Sonbhadra,2025-01,198.0,21034.0,69702.0,90736.0,455.9597989949749
Uttar Pradesh,Sonbhadra,2025-02,177.0,952.0,1658.0,2610.0,14.662921348314606
Uttar Pradesh,Sonbhadra,2025-03,160.0,1089.0,1542.0,2631.0,16.341614906832298
Uttar Pradesh,Sonbhadra,2025-04,154.0,1951.0,1097.0,3048.0,19.664516129032258
Uttar Pradesh,Sonbhadra,2025-05,158.0,1040.0,801.0,1841.0,11.57861635220126
Uttar Pradesh,Sonbhadra,2025-06,183.0,1644.0,1468.0,3112.0,16.91304347826087
Uttar Pradesh,Sonbhadra,2025-07,101.0,938.0,755.0,1693.0,16.598039215686274
Uttar Pradesh,Sonbhadra,2025-08,207.0,2259.0,1242.0,3501.0,16.83173076923077
Uttar Pradesh,Sonbhadra,2025-09,213.0,1075.0,1555.0,2630.0,12.289719626168225
Uttar Pradesh,Sonbhadra,2025-10,204.0,1248.0,1258.0,2506.0,12.22439024390244
Uttar Pradesh,Sonbhadra,2025-11,145.0,1634.0,1549.0,3183.0,21.801369863013697
Uttar Pradesh,Sonbhadra,2025-12,139.0,1972.0,1585.0,3557.0,25.40714285714286
Uttar Pradesh,Sonbhadra,NaT,2881.0,19375.0,17929.0,37304.0,12.943789035392088
Uttar Pradesh,Sultanpur,2025-01,2668.0,16669.0,54557.0,71226.0,26.68639940052454
Uttar Pradesh,Sultanpur,2025-02,370.0,1686.0,2168.0,3854.0,10.388140161725069
Uttar Pradesh,Sultanpur,2025-03,283.0,1689.0,2156.0,3845.0,13.538732394366198
Uttar Pradesh,Sultanpur,2025-04,196.0,2041.0,1329.0,3370.0,17.106598984771573
Uttar Pradesh,Sultanpur,2025-05,165.0,988.0,1058.0,2046.0,12.325301204819278
Uttar Pradesh,Sultanpur,2025-06,256.0,1957.0,1720.0,3677.0,14.30739299610895
Uttar Pradesh,Sultanpur,2025-07,121.0,983.0,1004.0,1987.0,16.28688524590164
